area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Plot  Area,Ready To Move,Margondanahalli,1200.0,2.0,1.0,65.0,2,5416.666666666667
Plot  Area,18-May,Margondanahalli,1050.0,2.0,0.0,58.0,2,5523.809523809524
Plot  Area,Ready To Move,Margondanahalli,1160.0,2.0,1.0,65.0,2,5603.448275862069
Super built-up  Area,18-Mar,Margondanahalli,1334.0,2.0,1.0,67.76,2,5079.460269865068
Plot  Area,Ready To Move,Marsur,1800.0,4.0,2.0,145.0,4,8055.555555555556
Plot  Area,Ready To Move,Marsur,1200.0,3.0,1.0,90.0,3,7500.0
Super built-up  Area,Ready To Move,Mico Layout,800.0,1.0,1.0,29.5,1,3687.5
Built-up  Area,Ready To Move,Munnekollal,1170.0,2.0,2.0,52.0,2,4444.444444444444
Super built-up  Area,18-Apr,Munnekollal,1102.0,2.0,2.0,53.67,2,4870.235934664247
Built-up  Area,Ready To Move,Munnekollal,1390.0,3.0,2.0,68.0,3,4892.086330935252
Super built-up  Area,18-Apr,Munnekollal,950.0,2.0,1.0,46.5,2,4894.736842105263
Built-up  Area,Ready To Move,Munnekollal,1560.0,3.0,3.0,75.0,3,4807.692307692308
Super built-up  Area,Ready To Move,Munnekollal,1750.0,3.0,3.0,86.5,3,4942.857142857143
Super built-up  Area,18-Apr,Munnekollal,1385.0,2.0,2.0,66.5,3,4801.444043321299
Built-up  Area,Ready To Move,Munnekollal,1540.0,2.0,3.0,70.0,3,4545.454545454545
Super built-up  Area,18-Apr,Munnekollal,1200.0,2.0,1.0,57.9,3,4825.0
Super built-up  Area,18-Apr,Munnekollal,1030.0,2.0,1.0,50.36,2,4889.320388349514
Super built-up  Area,Ready To Move,Murugeshpalya,1550.0,3.0,2.0,74.0,3,4774.193548387097
Super built-up  Area,Ready To Move,Murugeshpalya,1845.0,3.0,3.0,91.0,3,4932.249322493225
Super built-up  Area,Ready To Move,Murugeshpalya,1600.0,2.0,1.0,65.0,3,4062.5
Super built-up  Area,Ready To Move,Murugeshpalya,1344.0,2.0,0.0,56.0,3,4166.666666666667
Super built-up  Area,Ready To Move,Murugeshpalya,1500.0,2.0,0.0,70.0,3,4666.666666666667
Super built-up  Area,Ready To Move,Murugeshpalya,1855.0,3.0,3.0,96.0,3,5175.202156334231
Super built-up  Area,Ready To Move,Mysore Road,1020.0,2.0,1.0,48.95,2,4799.019607843137
Super built-up  Area,19-Apr,Mysore Road,980.0,2.0,1.0,45.47,2,4639.7959183673465
Super built-up  Area,Ready To Move,Mysore Road,883.0,2.0,1.0,40.0,2,4530.011325028313
Super built-up  Area,18-Apr,Mysore Road,1200.0,2.0,3.0,65.0,2,5416.666666666667
Super built-up  Area,Ready To Move,Mysore Road,883.0,2.0,1.0,40.95,2,4637.5990939977355
Super built-up  Area,19-Apr,Mysore Road,1070.0,2.0,1.0,49.65,2,4640.186915887851
Built-up  Area,Ready To Move,Mysore Road,883.0,2.0,1.0,50.0,2,5662.5141562853905
Super built-up  Area,Ready To Move,Mysore Road,1155.0,2.0,1.0,51.0,2,4415.584415584415
Super built-up  Area,Ready To Move,Mysore Road,883.0,2.0,1.0,45.0,2,5096.262740656852
Super built-up  Area,Ready To Move,Mysore Road,1170.0,2.0,2.0,65.0,2,5555.555555555556
Super built-up  Area,18-May,Mysore Road,1029.5,2.0,0.0,50.855,2,4939.776590577951
Super built-up  Area,19-Apr,Mysore Road,940.0,2.0,1.0,43.61,2,4639.36170212766
Super built-up  Area,Ready To Move,Mysore Road,1020.0,2.0,2.0,48.95,2,4799.019607843137
Super built-up  Area,Ready To Move,NGR Layout,1020.0,2.0,1.0,45.9,2,4500.0
Super built-up  Area,Ready To Move,NGR Layout,1105.0,2.0,2.0,49.73,2,4500.4524886877825
Super built-up  Area,Ready To Move,NGR Layout,1022.0,2.0,1.0,45.9,2,4491.19373776908
Super built-up  Area,Ready To Move,NGR Layout,1019.0,2.0,1.0,45.9,2,4504.41609421001
Super built-up  Area,Ready To Move,NGR Layout,1020.0,2.0,1.0,46.0,2,4509.803921568628
Super built-up  Area,Ready To Move,NGR Layout,1021.0,2.0,2.0,46.0,2,4505.386875612145
Super built-up  Area,Ready To Move,NGR Layout,1021.0,2.0,2.0,45.9,2,4495.592556317336
Super built-up  Area,17-Dec,NRI Layout,1125.0,2.0,2.0,45.56,2,4049.777777777778
Built-up  Area,Ready To Move,NRI Layout,2150.0,4.0,2.0,115.0,4,5348.837209302325
Plot  Area,Ready To Move,NRI Layout,2400.0,2.0,1.0,125.0,2,5208.333333333333
Plot  Area,Ready To Move,Nagadevanahalli,2400.0,2.0,2.0,135.0,2,5625.0
Carpet  Area,Ready To Move,Naganathapura,1103.0,2.0,1.0,55.0,2,4986.400725294651
Plot  Area,Ready To Move,Naganathapura,2260.0,3.0,1.0,80.0,2,3539.8230088495575
Super built-up  Area,Ready To Move,Naganathapura,1451.0,3.0,1.0,68.0,3,4686.423156443831
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,1209.0,2.0,1.0,50.0,2,4135.6492969396195
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,1495.0,2.0,2.0,65.0,3,4347.826086956522
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,1820.0,3.0,2.0,79.5,3,4368.131868131868
Built-up  Area,Ready To Move,Nagappa Reddy Layout,1350.0,3.0,2.0,60.0,3,4444.444444444444
Super built-up  Area,Ready To Move,Nagarbhavi,884.0,2.0,2.0,36.0,1,4072.398190045249
Carpet  Area,Ready To Move,Nagarbhavi,300.0,1.0,1.0,20.0,1,6666.666666666667
Built-up  Area,Ready To Move,Nagarbhavi,710.0,2.0,2.0,40.0,1,5633.802816901409
Built-up  Area,Ready To Move,Nagarbhavi,2500.0,3.0,2.0,180.0,5,7200.0
Super built-up  Area,Ready To Move,Nagasandra,2400.0,4.0,1.0,145.0,4,6041.666666666667
Plot  Area,Ready To Move,Nagasandra,1500.0,2.0,0.0,91.0,2,6066.666666666667
Super built-up  Area,Ready To Move,Nagavara,2172.65,3.0,3.0,120.0,4,5523.208984419948
Built-up  Area,Ready To Move,Nagavara,936.0,2.0,0.0,40.2,2,4294.871794871795
Super built-up  Area,Ready To Move,Nagavara,1125.0,2.0,2.0,44.5,2,3955.5555555555557
Built-up  Area,Ready To Move,Nagavara,1315.0,2.0,2.0,70.0,2,5323.19391634981
Super built-up  Area,Ready To Move,Nagavara,1077.0,2.0,1.0,50.0,2,4642.525533890436
Super built-up  Area,Ready To Move,Nagavara,2496.0,4.0,2.0,125.0,4,5008.01282051282
Super built-up  Area,Ready To Move,Nagavara,1110.0,2.0,2.0,44.95,2,4049.5495495495497
Super built-up  Area,Ready To Move,Nagavara,1247.0,2.0,1.0,58.56,2,4696.0705693664795
Super built-up  Area,Ready To Move,Nagavarapalya,705.0,1.0,1.0,52.5,1,7446.808510638298
Super built-up  Area,Ready To Move,Nagavarapalya,705.0,1.0,1.0,57.0,1,8085.106382978724
Super built-up  Area,Ready To Move,Nagavarapalya,705.0,1.0,1.0,55.0,1,7801.418439716312
Super built-up  Area,18-Jan,Nagavarapalya,705.0,1.0,1.0,57.0,1,8085.106382978724
Built-up  Area,Ready To Move,Narayanapura,1485.0,3.0,2.0,85.0,3,5723.905723905724
Super built-up  Area,Ready To Move,Narayanapura,2357.0,3.0,2.0,135.0,3,5727.619855748833
Super built-up  Area,Ready To Move,Narayanapura,2357.0,3.0,2.0,135.0,3,5727.619855748833
Super built-up  Area,Ready To Move,Neeladri Nagar,1053.0,2.0,1.0,45.0,2,4273.504273504273
Super built-up  Area,Ready To Move,Neeladri Nagar,674.0,1.0,1.0,21.0,1,3115.727002967359
Super built-up  Area,Ready To Move,Neeladri Nagar,1060.0,2.0,0.0,35.0,2,3301.8867924528304
Built-up  Area,Ready To Move,Neeladri Nagar,640.0,1.0,1.0,20.5,1,3203.125
Super built-up  Area,Ready To Move,Neeladri Nagar,4000.0,12.0,0.0,160.0,10,4000.0
Built-up  Area,Ready To Move,Nehru Nagar,1374.0,3.0,2.0,72.0,3,5240.174672489083
Super built-up  Area,Ready To Move,Nehru Nagar,1674.0,3.0,0.0,90.0,3,5376.344086021505
Super built-up  Area,Ready To Move,Nehru Nagar,1269.0,2.0,2.0,63.0,3,4964.5390070921985
Super built-up  Area,Ready To Move,Nehru Nagar,1100.0,2.0,2.0,50.0,2,4545.454545454545
Super built-up  Area,Ready To Move,Nehru Nagar,1674.0,3.0,0.0,81.0,3,4838.709677419355
Super built-up  Area,Ready To Move,OMBR Layout,2420.0,3.0,2.0,185.0,3,7644.628099173554
Built-up  Area,Ready To Move,OMBR Layout,1078.0,2.0,3.0,65.0,2,6029.684601113173
Super built-up  Area,Ready To Move,OMBR Layout,1101.0,2.0,2.0,65.5,2,5949.13714804723
Super built-up  Area,Ready To Move,OMBR Layout,1041.0,2.0,2.0,65.5,2,6292.026897214217
Super built-up  Area,Ready To Move,OMBR Layout,1300.0,2.0,2.0,80.0,2,6153.846153846154
Super built-up  Area,Ready To Move,OMBR Layout,1085.0,2.0,1.0,64.0,2,5898.617511520737
Super built-up  Area,Ready To Move,OMBR Layout,1855.0,3.0,2.0,145.0,3,7816.711590296496
Super built-up  Area,Ready To Move,OMBR Layout,1730.0,3.0,1.0,93.0,3,5375.722543352601
Super built-up  Area,Ready To Move,OMBR Layout,1165.0,2.0,2.0,88.5,2,7596.56652360515
Super built-up  Area,Ready To Move,OMBR Layout,1101.0,2.0,2.0,66.0,2,5994.550408719346
Super built-up  Area,Ready To Move,OMBR Layout,3400.0,4.0,2.0,275.0,4,8088.235294117647
Super built-up  Area,18-May,Old Airport Road,2732.0,4.0,0.0,204.0,4,7467.0571010248905
Super built-up  Area,18-Dec,Old Airport Road,3356.0,4.0,0.0,251.0,4,7479.141835518474
Super built-up  Area,18-May,Old Airport Road,2774.0,4.0,0.0,207.0,4,7462.148521989906
Super built-up  Area,18-Dec,Old Airport Road,2690.0,4.0,3.0,191.0,4,7100.371747211896
Super built-up  Area,18-May,Old Airport Road,2690.0,4.0,3.0,199.0,4,7397.769516728625
Super built-up  Area,Ready To Move,Old Airport Road,1150.0,2.0,1.0,90.0,2,7826.086956521739
Super built-up  Area,18-Dec,Old Airport Road,2690.0,4.0,3.0,191.0,4,7100.371747211896
Super built-up  Area,21-Dec,Old Airport Road,2658.0,5.0,3.0,187.0,4,7035.364936042137
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.197548666186
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.197548666186
Super built-up  Area,18-Dec,Old Airport Road,2690.0,4.0,3.0,201.0,4,7472.118959107806
Super built-up  Area,Ready To Move,Old Airport Road,1145.0,2.0,2.0,75.0,2,6550.218340611354
Super built-up  Area,18-Dec,Old Airport Road,2732.0,4.0,3.0,194.0,4,7101.024890190337
Super built-up  Area,18-Dec,Old Airport Road,2658.0,5.0,3.0,189.0,4,7110.609480812641
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,197.0,4,7101.658255227109
Super built-up  Area,18-Dec,Old Airport Road,3496.0,4.0,0.0,262.0,4,7494.279176201373
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,197.0,4,7101.658255227109
Super built-up  Area,18-May,Old Airport Road,2732.0,4.0,3.0,204.0,4,7467.0571010248905
Super built-up  Area,18-Dec,Old Airport Road,2774.0,4.0,3.0,208.0,4,7498.197548666186
Super built-up  Area,Ready To Move,Old Airport Road,1184.0,2.0,1.0,78.0,2,6587.8378378378375
Super built-up  Area,18-Dec,Old Airport Road,3504.0,4.0,0.0,262.0,4,7477.16894977169
Built-up  Area,Ready To Move,Old Airport Road,1055.0,2.0,3.0,75.0,2,7109.004739336493
Super built-up  Area,18-May,Old Madras Road,1200.0,2.0,1.0,72.0,2,6000.0
Super built-up  Area,Ready To Move,Old Madras Road,1100.0,2.0,1.0,70.0,2,6363.636363636364
Super built-up  Area,18-Jun,Old Madras Road,1171.0,2.0,2.0,75.0,2,6404.782237403928
Super built-up  Area,Ready To Move,Old Madras Road,1210.0,2.0,1.0,74.0,2,6115.702479338843
Super built-up  Area,Ready To Move,Old Madras Road,1171.0,2.0,2.0,72.0,2,6148.590947907771
Super built-up  Area,Ready To Move,Old Madras Road,1210.0,2.0,1.0,77.0,2,6363.636363636364
Super built-up  Area,18-Jun,Old Madras Road,5020.0,7.0,0.0,287.0,5,5717.131474103586
Super built-up  Area,Ready To Move,Old Madras Road,1330.0,2.0,2.0,74.0,2,5563.909774436091
Super built-up  Area,18-Apr,Old Madras Road,1171.0,2.0,2.0,73.0,2,6233.98804440649
Super built-up  Area,18-Jun,Old Madras Road,2640.0,2.0,1.0,170.0,2,6439.393939393939
Super built-up  Area,18-Nov,Other,510.0,1.0,0.0,25.25,1,4950.980392156863
Super built-up  Area,18-May,Other,1250.0,3.0,2.0,56.0,3,4480.0
Plot  Area,Ready To Move,Other,4395.0,3.0,2.0,240.0,3,5460.750853242321
Built-up  Area,Ready To Move,Other,2511.0,3.0,3.0,205.0,3,8164.078056551175
Super built-up  Area,Ready To Move,Other,1660.0,2.0,2.0,105.0,3,6325.301204819277
Super built-up  Area,Ready To Move,Other,1450.0,2.0,2.0,70.0,3,4827.586206896552
Built-up  Area,Ready To Move,Other,1200.0,3.0,1.0,90.0,3,7500.0
Super built-up  Area,Ready To Move,Other,1800.0,3.0,3.0,120.0,3,6666.666666666667
Super built-up  Area,Ready To Move,Other,1413.0,2.0,2.0,75.0,3,5307.855626326964
Built-up  Area,Ready To Move,Other,1870.0,3.0,3.0,110.0,3,5882.35294117647
Super built-up  Area,19-Jan,Other,1260.0,2.0,2.0,85.05,3,6750.0
Super built-up  Area,Ready To Move,Other,2795.0,4.0,0.0,235.0,3,8407.871198568873
Built-up  Area,Ready To Move,Other,1350.0,2.0,3.0,48.0,3,3555.5555555555557
Super built-up  Area,Ready To Move,Other,1904.0,3.0,1.0,150.0,3,7878.151260504202
Super built-up  Area,Ready To Move,Other,1425.0,2.0,2.0,75.0,3,5263.1578947368425
Built-up  Area,Ready To Move,Other,1470.0,2.0,2.0,70.0,3,4761.9047619047615
Plot  Area,Ready To Move,Other,1500.0,3.0,2.0,100.0,3,6666.666666666667
Built-up  Area,Ready To Move,Other,1783.0,3.0,1.0,115.0,3,6449.8037016264725
Super built-up  Area,Ready To Move,Other,912.0,2.0,1.0,70.0,3,7675.438596491228
Built-up  Area,18-Jun,Other,1798.0,3.0,2.0,89.0,3,4949.944382647386
Super built-up  Area,Ready To Move,Other,1580.0,3.0,3.0,100.0,3,6329.113924050633
Super built-up  Area,Ready To Move,Other,1415.0,3.0,3.0,78.0,3,5512.367491166077
Built-up  Area,Ready To Move,Other,2000.0,4.0,1.0,75.5,4,3775.0
Super built-up  Area,Ready To Move,Other,1500.0,2.0,1.0,65.0,3,4333.333333333333
Plot  Area,Ready To Move,Other,2600.0,8.0,2.0,180.0,8,6923.076923076923
Super built-up  Area,Ready To Move,Other,1644.0,3.0,3.0,84.0,3,5109.489051094891
Plot  Area,17-May,Other,4050.0,3.0,2.0,280.0,3,6913.580246913581
Super built-up  Area,Ready To Move,Other,3045.0,3.0,2.0,170.0,3,5582.922824302134
Plot  Area,Ready To Move,Other,4111.0,4.0,2.0,250.0,4,6081.24543906592
Super built-up  Area,Ready To Move,Other,2000.0,4.0,0.0,120.0,4,6000.0
Super built-up  Area,Ready To Move,Other,1560.0,3.0,3.0,115.0,3,7371.794871794872
Built-up  Area,Ready To Move,Other,1645.0,3.0,2.0,95.0,3,5775.075987841945
Super built-up  Area,Ready To Move,Other,1800.0,3.0,0.0,150.0,3,8333.333333333334
Carpet  Area,Ready To Move,Other,1592.0,3.0,2.0,75.0,3,4711.05527638191
Super built-up  Area,Ready To Move,Other,1762.0,3.0,1.0,125.0,3,7094.211123723042
Super built-up  Area,Ready To Move,Other,1200.0,3.0,0.0,90.0,3,7500.0
Built-up  Area,20-Dec,Other,1629.0,3.0,2.0,79.0,3,4849.600982197668
Built-up  Area,Ready To Move,Other,1760.0,3.0,2.0,88.0,3,5000.0
Super built-up  Area,Ready To Move,Other,1450.0,3.0,2.0,55.0,3,3793.103448275862
Super built-up  Area,18-Jul,Other,1630.0,3.0,2.0,68.29,3,4189.57055214724
Super built-up  Area,Ready To Move,Other,5000.0,9.0,3.0,360.0,11,7200.0
Super built-up  Area,Ready To Move,Other,4800.0,4.0,0.0,235.0,4,4895.833333333333
Super built-up  Area,Ready To Move,Other,1464.0,3.0,2.0,56.0,3,3825.136612021858
Plot  Area,Ready To Move,Other,2000.0,4.0,2.0,99.0,4,4950.0
Super built-up  Area,Ready To Move,Other,1753.0,3.0,2.0,120.0,3,6845.407872219053
Built-up  Area,Ready To Move,Other,1300.0,3.0,1.0,58.0,3,4461.538461538462
Built-up  Area,Ready To Move,Other,700.0,1.0,0.0,41.0,1,5857.142857142857
Super built-up  Area,Ready To Move,Other,1600.0,4.0,1.0,80.0,4,5000.0
Built-up  Area,19-Jul,Other,1595.0,3.0,2.0,115.0,3,7210.031347962383
Built-up  Area,Ready To Move,Other,1200.0,2.0,0.0,85.0,1,7083.333333333333
Super built-up  Area,Ready To Move,Other,1385.0,2.0,2.0,48.48,3,3500.361010830325
Built-up  Area,Ready To Move,Other,1325.0,2.0,1.0,90.0,3,6792.452830188679
Super built-up  Area,Ready To Move,Other,1544.0,3.0,0.0,120.0,3,7772.020725388601
Built-up  Area,Ready To Move,Other,540.0,1.0,1.0,36.0,1,6666.666666666667
Super built-up  Area,18-Jul,Other,416.0,1.0,1.0,18.5,1,4447.115384615385
Built-up  Area,Ready To Move,Other,1630.0,3.0,2.0,85.0,3,5214.7239263803685
Built-up  Area,Ready To Move,Other,834.0,1.0,1.0,60.0,1,7194.244604316546
Plot  Area,Ready To Move,Other,1125.0,4.0,1.0,70.0,3,6222.222222222223
Carpet  Area,18-Jul,Other,1375.0,3.0,2.0,70.0,3,5090.909090909091
Super built-up  Area,Ready To Move,Other,469.0,1.0,0.0,25.0,1,5330.490405117271
Super built-up  Area,Ready To Move,Other,1641.0,3.0,2.0,66.0,3,4021.9378427787933
Super built-up  Area,18-Apr,Other,2072.0,3.0,2.0,108.0,3,5212.355212355213
Built-up  Area,Ready To Move,Other,1200.0,2.0,0.0,70.0,3,5833.333333333333
Super built-up  Area,Ready To Move,Other,1350.0,3.0,0.0,77.0,3,5703.7037037037035
Super built-up  Area,18-Dec,Other,1180.0,2.0,2.0,78.34,3,6638.983050847458
Plot  Area,Ready To Move,Other,600.0,1.0,0.0,50.0,1,8333.333333333334
Built-up  Area,Ready To Move,Other,2300.0,3.0,3.0,120.0,3,5217.391304347826
Super built-up  Area,Ready To Move,Other,1750.0,3.0,1.0,120.0,3,6857.142857142857
Super built-up  Area,Ready To Move,Other,1570.0,3.0,2.0,62.0,3,3949.044585987261
Built-up  Area,Ready To Move,Other,1325.0,3.0,1.0,57.0,3,4301.88679245283
Built-up  Area,Ready To Move,Other,425.0,1.0,0.0,20.03,1,4712.941176470588
Super built-up  Area,Ready To Move,Other,1750.0,3.0,2.0,85.0,3,4857.142857142857
Super built-up  Area,Ready To Move,Other,445.0,1.0,0.0,28.0,1,6292.134831460674
Super built-up  Area,Ready To Move,Other,1602.0,2.0,0.0,75.0,3,4681.647940074907
Super built-up  Area,18-Nov,Other,1780.0,3.0,1.0,84.83,3,4765.730337078651
Plot  Area,Ready To Move,Other,1200.0,3.0,0.0,95.0,4,7916.666666666667
Plot  Area,Ready To Move,Other,1200.0,3.0,0.0,95.0,3,7916.666666666667
Super built-up  Area,17-Oct,Other,1611.0,2.0,2.0,64.44,3,4000.0
Built-up  Area,Ready To Move,Other,1500.0,2.0,2.0,95.0,3,6333.333333333333
Built-up  Area,Ready To Move,Other,530.0,1.0,1.0,20.0,1,3773.5849056603774
Plot  Area,Ready To Move,Other,2400.0,6.0,3.0,125.0,8,5208.333333333333
Super built-up  Area,Ready To Move,Other,950.0,1.0,1.0,40.0,1,4210.526315789473
Super built-up  Area,Ready To Move,Other,1800.0,3.0,3.0,90.0,3,5000.0
Built-up  Area,Ready To Move,Other,1480.0,3.0,2.0,90.0,3,6081.081081081081
Super built-up  Area,Ready To Move,Other,1600.0,3.0,3.0,90.0,3,5625.0
Plot  Area,Ready To Move,Other,1500.0,3.0,2.0,115.0,3,7666.666666666667
Super built-up  Area,17-Dec,Other,1824.0,3.0,3.0,125.0,3,6853.070175438596
Plot  Area,Ready To Move,Other,750.0,1.0,0.0,56.25,1,7500.0
Plot  Area,19-Jan,Other,1500.0,3.0,2.0,62.0,3,4133.333333333333
Super built-up  Area,Ready To Move,Other,1600.0,3.0,2.0,75.0,3,4687.5
Plot  Area,Ready To Move,Other,6000.0,5.0,3.0,400.0,4,6666.666666666667
Built-up  Area,Ready To Move,Other,2400.0,3.0,2.0,170.0,3,7083.333333333333
Super built-up  Area,Ready To Move,Other,1500.0,2.0,2.0,98.0,3,6533.333333333333
Plot  Area,Ready To Move,Other,1500.0,3.0,3.0,100.0,3,6666.666666666667
Plot  Area,Ready To Move,Other,14000.0,3.0,2.0,800.0,4,5714.285714285715
Built-up  Area,Ready To Move,Other,1384.0,3.0,2.0,62.28,3,4500.0
Built-up  Area,Ready To Move,Other,1508.0,3.0,2.0,70.25,3,4658.488063660478
Built-up  Area,Ready To Move,Other,2150.0,4.0,1.0,80.0,4,3720.9302325581393
Super built-up  Area,Ready To Move,Other,1596.0,3.0,1.0,105.0,3,6578.9473684210525
Super built-up  Area,Ready To Move,Other,1800.0,3.0,3.0,80.0,3,4444.444444444444
Plot  Area,Ready To Move,Other,1200.0,3.0,1.0,85.0,3,7083.333333333333
Super built-up  Area,Ready To Move,Other,1515.0,3.0,3.0,88.0,3,5808.580858085808
Super built-up  Area,Ready To Move,Other,1655.0,3.0,2.0,86.06,3,5200.0
Super built-up  Area,Ready To Move,Other,1450.0,3.0,1.0,65.0,3,4482.758620689655
Super built-up  Area,21-Nov,Other,510.0,1.0,1.0,25.25,1,4950.980392156863
Super built-up  Area,Ready To Move,Other,2200.0,3.0,0.0,187.0,3,8500.0
Plot  Area,Ready To Move,Other,3600.0,4.0,0.0,300.0,4,8333.333333333334
Built-up  Area,Ready To Move,Other,1595.0,3.0,2.0,76.0,3,4764.8902821316615
Carpet  Area,Ready To Move,Other,1535.0,3.0,1.0,95.0,3,6188.9250814332245
Built-up  Area,Ready To Move,Other,1650.0,2.0,2.0,80.0,3,4848.484848484848
Super built-up  Area,18-Apr,Other,1240.0,2.0,2.0,46.0,3,3709.6774193548385
Built-up  Area,Ready To Move,Other,1450.0,2.0,2.0,85.0,3,5862.068965517241
Built-up  Area,Ready To Move,Other,2000.0,3.0,1.0,166.0,4,8300.0
Built-up  Area,Ready To Move,Other,1756.0,3.0,3.0,100.0,3,5694.760820045558
Super built-up  Area,18-Jun,Other,1532.0,3.0,3.0,92.0,3,6005.221932114882
Built-up  Area,Ready To Move,Other,1650.0,3.0,0.0,110.0,3,6666.666666666667
Super built-up  Area,Ready To Move,Other,1525.0,2.0,3.0,122.0,3,8000.0
Super built-up  Area,Ready To Move,Other,1435.0,3.0,3.0,70.0,3,4878.048780487805
Super built-up  Area,Ready To Move,Other,1560.0,2.0,3.0,66.0,3,4230.7692307692305
Plot  Area,Ready To Move,Other,2400.0,3.0,0.0,200.0,4,8333.333333333334
Super built-up  Area,Ready To Move,Other,1310.0,2.0,3.0,50.0,3,3816.793893129771
Plot  Area,Ready To Move,Other,1200.0,4.0,2.0,72.0,4,6000.0
Super built-up  Area,Ready To Move,Other,1464.0,3.0,2.0,56.0,3,3825.136612021858
Built-up  Area,Ready To Move,Other,1600.0,3.0,0.0,80.0,3,5000.0
Plot  Area,Ready To Move,Other,1168.0,3.0,0.0,70.0,3,5993.1506849315065
Plot  Area,Ready To Move,Other,2100.0,4.0,0.0,155.0,4,7380.952380952381
Super built-up  Area,Ready To Move,Other,1515.0,3.0,3.0,93.93,3,6200.0
Super built-up  Area,Ready To Move,Other,2400.0,5.0,1.0,85.0,4,3541.6666666666665
Super built-up  Area,Ready To Move,Other,1616.0,3.0,1.0,75.0,3,4641.089108910891
Built-up  Area,Ready To Move,Other,595.0,1.0,1.0,42.0,1,7058.823529411765
Built-up  Area,Ready To Move,Other,2400.0,3.0,2.0,142.0,4,5916.666666666667
Super built-up  Area,Ready To Move,Other,1464.0,3.0,2.0,56.0,3,3825.136612021858
Super built-up  Area,Ready To Move,Other,2000.0,3.0,2.0,85.0,3,4250.0
Super built-up  Area,Ready To Move,Other,1670.0,3.0,3.0,91.86,3,5500.5988023952095
Super built-up  Area,Ready To Move,Other,1488.0,3.0,0.0,57.0,3,3830.6451612903224
Built-up  Area,Ready To Move,Other,1250.0,2.0,1.0,80.0,3,6400.0
Built-up  Area,Ready To Move,Other,2000.0,3.0,1.0,100.0,3,5000.0
Super built-up  Area,Ready To Move,Other,1614.0,3.0,1.0,110.0,3,6815.365551425031
Super built-up  Area,Ready To Move,Other,1480.0,3.0,2.0,90.0,3,6081.081081081081
Super built-up  Area,Ready To Move,Other,1690.0,3.0,0.0,75.0,3,4437.869822485207
Super built-up  Area,Ready To Move,Other,1925.0,3.0,2.0,120.0,3,6233.766233766234
Super built-up  Area,Ready To Move,Other,650.0,1.0,1.0,26.0,1,4000.0
Super built-up  Area,Ready To Move,Other,1550.0,2.0,3.0,70.0,3,4516.129032258064
Super built-up  Area,Ready To Move,Other,1358.0,3.0,3.0,50.0,3,3681.8851251840942
Built-up  Area,Ready To Move,Other,1685.0,2.0,1.0,110.0,3,6528.189910979228
Super built-up  Area,18-Jul,Other,1550.0,3.0,3.0,110.0,3,7096.774193548387
Built-up  Area,Ready To Move,Other,500.0,1.0,0.0,20.0,1,4000.0
Super built-up  Area,Ready To Move,Other,1765.0,3.0,3.0,105.0,3,5949.008498583569
Super built-up  Area,Ready To Move,Other,2045.0,4.0,3.0,154.0,3,7530.562347188264
Super built-up  Area,Ready To Move,Other,581.91,2.0,1.0,25.0,1,4296.197006409926
Plot  Area,Ready To Move,Other,1158.0,2.0,2.0,85.0,3,7340.241796200346
Super built-up  Area,Ready To Move,Other,1840.0,3.0,2.0,155.0,3,8423.91304347826
Super built-up  Area,18-Aug,Other,1340.0,2.0,1.0,100.0,3,7462.686567164179
Built-up  Area,Ready To Move,Other,1620.0,2.0,1.0,110.0,3,6790.123456790124
Built-up  Area,Ready To Move,Other,1533.0,3.0,2.0,115.0,3,7501.630789302022
Built-up  Area,Ready To Move,Other,1560.0,3.0,2.0,85.0,3,5448.717948717948
Super built-up  Area,Ready To Move,Other,1375.0,2.0,3.0,48.06,3,3495.2727272727275
Super built-up  Area,Ready To Move,Other,1375.0,2.0,3.0,85.0,3,6181.818181818182
Super built-up  Area,18-Jul,Other,1440.0,2.0,2.0,60.33,3,4189.583333333333
Built-up  Area,Ready To Move,Other,1500.0,3.0,2.0,88.0,3,5866.666666666667
Built-up  Area,Ready To Move,Other,1050.0,1.0,1.0,70.0,1,6666.666666666667
Plot  Area,Ready To Move,Other,1200.0,2.0,0.0,80.0,3,6666.666666666667
Super built-up  Area,Ready To Move,Other,1464.0,3.0,2.0,56.0,3,3825.136612021858
Built-up  Area,Ready To Move,Other,2300.0,3.0,0.0,80.0,3,3478.2608695652175
Built-up  Area,Ready To Move,Other,400.0,1.0,0.0,14.0,1,3500.0
Built-up  Area,Ready To Move,Other,1700.0,3.0,0.0,80.0,3,4705.882352941177
Super built-up  Area,Ready To Move,Other,1400.0,2.0,2.0,55.0,3,3928.5714285714284
Built-up  Area,Ready To Move,Other,1942.0,3.0,2.0,102.0,3,5252.317198764161
Super built-up  Area,Ready To Move,Other,1533.0,3.0,2.0,85.0,3,5544.683626875408
